Incident_ID,Timestamp,State,City,Industry,Organization,Attack_Type,Attack_Severity,Threat_Severity,Target_System,Security_Tools_Used,User_Role,Data_Compromised_GB,Attack_Duration_Min,Response_Time_Min,Financial_Loss_INR,Affected_Users,Mitigation_Method,Outcome,Reporting_Agency
126,2025-02-16 12:16:45,Kerala,Thiruvananthapuram,Manufacturing,NIC,Brute Force,8,High,Database Server,Fortinet FortiGate,Database Administrator,22.57,479,8,1233734,9709,MFA Enabled,Contained,CERT-In
127,2025-10-17 13:45:34,Andhra Pradesh,Visakhapatnam,Education,BSNL,XSS,2,Medium,Email Server,IBM QRadar,Finance Manager,23.31,555,108,7816796,1414,Threat Hunting,Mitigated,CERT-In
128,2024-02-28 16:59:27,Telangana,Warangal,Banking,NPCI,Insider Threat,6,High,Web Application,Microsoft Defender XDR,Security Analyst,33.17,87,93,2015454,3155,Backup Restored,Contained,State Cyber Crime Cell
129,2024-12-25 19:34:05,West Bengal,Siliguri,Government,NIC,Malware,2,Medium,ERP System,CrowdStrike Falcon,HR Executive,8.25,415,176,4038828,3725,MFA Enabled,Contained,Internal SOC
130,2024-12-03 18:53:02,Andhra Pradesh,Tirupati,Telecommunications,Tech Mahindra,Brute Force,7,High,Payment Gateway,SentinelOne,System Administrator,28.28,163,222,8324446,3032,Threat Hunting,Mitigated,NCIIPC
131,2025-11-12 07:57:05,Delhi,New Delhi,IT Services,Tech Mahindra,XSS,6,High,Web Application,IBM QRadar,Employee,4.51,696,195,6555305,745,Patch Applied,Recovered,Internal SOC
132,2024-09-21 03:57:19,Karnataka,Mangaluru,Manufacturing,TCS,SQL Injection,8,High,HRMS,Fortinet FortiGate,Database Administrator,25.68,504,121,9858476,1716,MFA Enabled,Recovered,CERT-In
133,2025-03-26 08:46:08,Odisha,Bhubaneswar,Government,Infosys,Business Email Compromise,4,High,VPN Gateway,CrowdStrike Falcon,Finance Manager,39.55,60,125,8118801,209,Threat Hunting,Mitigated,Internal SOC
134,2024-07-09 12:09:23,Maharashtra,Nagpur,Banking,Tech Mahindra,DDoS,9,High,ERP System,Fortinet FortiGate,System Administrator,70.52,372,173,8387577,737,MFA Enabled,Recovered,Internal SOC
135,2025-06-28 22:40:21,Karnataka,Mangaluru,Education,LIC,SQL Injection,5,High,ATM Network,IBM QRadar,Finance Manager,8.98,504,222,8008903,9971,Firewall Rules Updated,Recovered,CERT-In
136,2024-04-29 18:13:45,Tamil Nadu,Salem,Healthcare,LIC,DDoS,10,High,Web Application,Cisco Secure Endpoint,Finance Manager,32.06,39,182,9226968,5318,Endpoint Isolation,Resolved,NCIIPC
137,2024-09-06 07:54:23,Karnataka,Bengaluru,Banking,NIC,Data Breach,4,Medium,ERP System,SentinelOne,Employee,20.45,19,58,1109794,1420,Patch Applied,Ongoing Investigation,Internal SOC
138,2024-02-16 14:47:15,Gujarat,Surat,Insurance,TCS,Phishing,5,High,Web Application,Fortinet FortiGate,HR Executive,45.83,380,278,248805,7026,Network Isolation,Mitigated,Internal SOC
139,2025-07-03 20:34:22,Telangana,Karimnagar,Insurance,Reliance Retail,Phishing,7,High,ATM Network,Fortinet FortiGate,Finance Manager,26.75,221,75,782908,7037,Password Reset,Ongoing Investigation,CERT-In
140,2024-03-14 18:30:51,Tamil Nadu,Madurai,Manufacturing,TCS,Ransomware,7,High,ATM Network,Splunk Enterprise Security,HR Executive,54.1,240,288,5513555,4508,Patch Applied,Recovered,State Cyber Crime Cell
141,2025-12-09 07:46:51,Tamil Nadu,Coimbatore,Manufacturing,HDFC Bank,Phishing,1,Medium,ERP System,Cisco Secure Endpoint,Security Analyst,64.96,106,242,7283868,3154,Patch Applied,Recovered,CERT-In
142,2025-02-03 14:39:09,Karnataka,Mysuru,Government,Infosys,Ransomware,4,Medium,ATM Network,Fortinet FortiGate,System Administrator,36.9,33,85,4194743,1252,MFA Enabled,Contained,CERT-In
143,2024-08-15 09:42:14,Tamil Nadu,Chennai,Education,TCS,Ransomware,8,High,Cloud Infrastructure,Palo Alto Cortex XDR,Database Administrator,52.39,631,62,8116917,3496,Password Reset,Contained,NCIIPC
144,2025-09-07 13:25:22,Delhi,New Delhi,Retail,NIC,Ransomware,10,High,Cloud Infrastructure,IBM QRadar,Network Engineer,28.94,268,27,2669993,1953,Patch Applied,Ongoing Investigation,State Cyber Crime Cell
145,2024-03-17 06:14:48,Delhi,New Delhi,IT Services,Wipro,Ransomware,2,Medium,Web Application,SentinelOne,Employee,9.19,475,177,9598793,4673,Threat Hunting,Resolved,NCIIPC
146,2025-02-26 15:36:53,Kerala,Thiruvananthapuram,Manufacturing,NIC,Malware,1,Low,HRMS,Microsoft Defender XDR,Database Administrator,6.9,156,71,1041375,3601,Password Reset,Ongoing Investigation,CERT-In
147,2024-04-26 01:43:47,Kerala,Thiruvananthapuram,Education,BSNL,Business Email Compromise,5,High,File Server,SentinelOne,Finance Manager,5.31,184,263,6901875,3443,Patch Applied,Resolved,State Cyber Crime Cell
148,2025-03-20 04:30:46,Tamil Nadu,Coimbatore,Banking,ICICI Bank,Malware,7,High,Cloud Infrastructure,IBM QRadar,System Administrator,38.33,611,157,1413052,1263,Firewall Rules Updated,Ongoing Investigation,Internal SOC
149,2025-08-31 20:26:55,Kerala,Thiruvananthapuram,Banking,SBI,Phishing,2,Medium,Database Server,Fortinet FortiGate,Security Analyst,30.78,208,257,8402449,2258,Patch Applied,Resolved,NCIIPC
150,2024-12-11 12:59:13,Andhra Pradesh,Kakinada,Telecommunications,NIC,Insider Threat,9,High,ATM Network,Microsoft Defender XDR,Employee,23.78,167,289,8740409,8239,Network Isolation,Ongoing Investigation,State Cyber Crime Cell
151,2024-06-13 05:35:54,Maharashtra,Nagpur,IT Services,TCS,Insider Threat,3,Medium,File Server,Palo Alto Cortex XDR,Employee,29.86,719,34,612959,617,Firewall Rules Updated,Contained,NCIIPC
152,2024-02-29 00:04:42,Kerala,Kochi,Telecommunications,Wipro,Phishing,6,High,ERP System,IBM QRadar,Database Administrator,6.45,541,75,3792099,9521,MFA Enabled,Ongoing Investigation,CERT-In
153,2024-11-07 17:47:10,West Bengal,Kolkata,Energy,BSNL,Ransomware,8,High,ERP System,Fortinet FortiGate,Employee,37.24,154,37,8911233,6747,MFA Enabled,Ongoing Investigation,CERT-In
154,2024-04-27 19:08:25,Odisha,Cuttack,Retail,NIC,XSS,5,High,Database Server,Microsoft Defender XDR,Security Analyst,66.81,199,211,7083661,6298,Threat Hunting,Ongoing Investigation,State Cyber Crime Cell
155,2024-06-30 16:17:28,West Bengal,Kolkata,Banking,SBI,Phishing,6,High,Payment Gateway,IBM QRadar,Employee,61.95,538,90,6782409,7826,Backup Restored,Ongoing Investigation,State Cyber Crime Cell
156,2024-01-04 07:56:40,Maharashtra,Pune,Education,NIC,Brute Force,7,High,Web Application,Microsoft Sentinel,Network Engineer,56.24,324,277,7565556,9183,Firewall Rules Updated,Contained,Internal SOC
157,2024-01-11 17:56:18,Maharashtra,Pune,Insurance,Airtel,Brute Force,9,High,Payment Gateway,Palo Alto Cortex XDR,Employee,30.07,100,164,9155814,9989,Endpoint Isolation,Ongoing Investigation,State Cyber Crime Cell
158,2024-10-10 07:27:45,Kerala,Kochi,Manufacturing,SBI,XSS,9,High,Payment Gateway,Microsoft Defender XDR,Security Analyst,67.81,651,28,1220141,6708,Patch Applied,Contained,NCIIPC
159,2025-05-31 06:27:49,Delhi,New Delhi,Banking,TCS,Data Breach,2,Medium,ERP System,Palo Alto Cortex XDR,Network Engineer,9.57,291,233,1297030,54,Patch Applied,Contained,CERT-In
160,2024-06-16 12:20:07,Tamil Nadu,Salem,Healthcare,HDFC Bank,Data Breach,6,High,Payment Gateway,CrowdStrike Falcon,Database Administrator,6.65,239,210,3334943,7241,Network Isolation,Resolved,Internal SOC
161,2025-08-24 20:40:20,Karnataka,Mysuru,Healthcare,NIC,Business Email Compromise,10,High,ERP System,Microsoft Defender XDR,Employee,7.64,32,200,2168631,4788,Network Isolation,Resolved,State Cyber Crime Cell
162,2025-05-30 04:31:09,Kerala,Kochi,Insurance,Airtel,Zero-Day Exploit,5,High,Payment Gateway,IBM QRadar,Network Engineer,40.95,15,155,3566811,4607,Endpoint Isolation,Contained,NCIIPC
163,2025-06-18 07:28:22,Kerala,Kochi,Energy,Wipro,DDoS,5,High,VPN Gateway,Microsoft Defender XDR,Employee,51.34,707,38,2018186,4621,Endpoint Isolation,Contained,Internal SOC
164,2025-01-20 01:31:51,Gujarat,Ahmedabad,IT Services,TCS,Phishing,3,Medium,HRMS,Microsoft Defender XDR,HR Executive,46.53,63,15,8001218,7265,Endpoint Isolation,Ongoing Investigation,CERT-In
165,2025-10-11 03:07:47,Gujarat,Ahmedabad,Insurance,Wipro,Insider Threat,4,High,Cloud Infrastructure,Fortinet FortiGate,Security Analyst,53.16,299,222,5095988,2391,Endpoint Isolation,Mitigated,Internal SOC
166,2025-04-14 10:35:40,Andhra Pradesh,Visakhapatnam,Insurance,NPCI,Malware,2,Medium,VPN Gateway,Microsoft Defender XDR,Database Administrator,1.41,591,122,2818390,8758,Endpoint Isolation,Contained,NCIIPC
167,2024-10-20 01:58:01,Telangana,Hyderabad,Government,Infosys,DDoS,4,Medium,VPN Gateway,Splunk Enterprise Security,Security Analyst,55.9,128,15,7864822,8941,Network Isolation,Recovered,NCIIPC
168,2024-05-03 00:05:37,Gujarat,Surat,Education,LIC,Phishing,7,High,ERP System,Palo Alto Cortex XDR,HR Executive,28.3,17,235,1746903,9533,MFA Enabled,Mitigated,CERT-In
169,2024-03-20 16:58:55,Andhra Pradesh,Tirupati,Telecommunications,Infosys,SQL Injection,4,Medium,HRMS,Splunk Enterprise Security,HR Executive,8.98,664,118,1622189,8103,Network Isolation,Ongoing Investigation,CERT-In
170,2025-10-29 12:36:19,West Bengal,Kolkata,Retail,BSNL,Credential Theft,3,Medium,ATM Network,SentinelOne,Finance Manager,18.83,262,24,7859426,1476,Network Isolation,Recovered,NCIIPC
171,2025-02-16 18:34:51,Kerala,Thiruvananthapuram,Education,TCS,Data Breach,5,High,Payment Gateway,Microsoft Sentinel,System Administrator,73.95,385,35,9751974,245,Threat Hunting,Mitigated,NCIIPC
172,2024-06-29 16:53:31,Maharashtra,Mumbai,Government,NIC,DDoS,5,Medium,Web Application,Fortinet FortiGate,Database Administrator,34.58,47,25,5011139,2469,Firewall Rules Updated,Mitigated,State Cyber Crime Cell
173,2024-09-17 14:25:07,Kerala,Thiruvananthapuram,IT Services,NPCI,Data Breach,6,High,ERP System,Palo Alto Cortex XDR,Employee,67.27,63,77,3040044,4612,Patch Applied,Resolved,CERT-In
174,2024-10-29 11:14:40,Delhi,New Delhi,Telecommunications,HDFC Bank,SQL Injection,5,High,Cloud Infrastructure,SentinelOne,System Administrator,25.83,53,99,6252763,4790,Patch Applied,Resolved,CERT-In
175,2024-03-10 06:43:07,Kerala,Thiruvananthapuram,Education,NPCI,Business Email Compromise,2,Medium,HRMS,CrowdStrike Falcon,Network Engineer,10.38,402,95,7167427,4719,Firewall Rules Updated,Recovered,NCIIPC
176,2024-07-18 10:20:08,Andhra Pradesh,Vijayawada,Manufacturing,TCS,Malware,9,High,Web Application,Palo Alto Cortex XDR,System Administrator,37.59,273,156,7575090,5800,Patch Applied,Mitigated,NCIIPC
177,2024-02-25 22:03:47,Maharashtra,Nashik,IT Services,HDFC Bank,Zero-Day Exploit,6,High,ERP System,Fortinet FortiGate,Employee,13.08,439,161,3078811,5070,Firewall Rules Updated,Mitigated,NCIIPC
178,2024-04-29 22:43:40,Tamil Nadu,Coimbatore,Education,NPCI,Malware,10,High,Database Server,Sophos Intercept X,Finance Manager,44.28,124,270,3558122,6698,Patch Applied,Contained,CERT-In
179,2025-11-12 02:41:21,Gujarat,Vadodara,Healthcare,Tech Mahindra,Data Breach,3,High,Database Server,Sophos Intercept X,Finance Manager,44.75,359,93,1121591,6853,MFA Enabled,Recovered,NCIIPC
180,2025-12-04 12:29:42,Maharashtra,Nagpur,Banking,Airtel,Phishing,5,High,File Server,Cisco Secure Endpoint,Finance Manager,56.26,492,104,2015235,5089,Firewall Rules Updated,Contained,Internal SOC
181,2025-04-24 07:36:18,Tamil Nadu,Salem,Banking,BSNL,Zero-Day Exploit,5,High,ATM Network,Splunk Enterprise Security,Finance Manager,43.11,367,289,8410101,6954,Firewall Rules Updated,Recovered,NCIIPC
182,2025-03-10 01:24:26,Maharashtra,Mumbai,Manufacturing,Apollo Hospitals,Insider Threat,4,High,Email Server,IBM QRadar,Network Engineer,59.48,86,232,1323162,3121,Threat Hunting,Contained,CERT-In
183,2024-06-19 22:45:24,Delhi,New Delhi,Government,Tech Mahindra,Brute Force,6,High,HRMS,CrowdStrike Falcon,System Administrator,28.05,294,286,2498524,8333,Backup Restored,Ongoing Investigation,CERT-In
184,2024-07-02 01:19:33,Odisha,Bhubaneswar,IT Services,Tech Mahindra,Business Email Compromise,7,High,File Server,Microsoft Sentinel,Database Administrator,56.41,283,180,883719,5946,Threat Hunting,Ongoing Investigation,CERT-In
185,2024-02-26 01:06:04,Odisha,Bhubaneswar,Banking,TCS,Malware,7,High,Cloud Infrastructure,Sophos Intercept X,Employee,3.96,449,258,892101,1408,Network Isolation,Mitigated,CERT-In
186,2024-08-22 02:26:21,Kerala,Kochi,Telecommunications,Apollo Hospitals,XSS,1,Medium,VPN Gateway,CrowdStrike Falcon,Network Engineer,36.07,677,294,4078260,6050,Firewall Rules Updated,Contained,Internal SOC
187,2024-02-27 10:54:35,West Bengal,Siliguri,Banking,BSNL,DDoS,4,High,Cloud Infrastructure,Microsoft Defender XDR,System Administrator,13.83,648,90,4957305,404,Threat Hunting,Mitigated,CERT-In
188,2024-02-20 11:00:08,Tamil Nadu,Chennai,Retail,SBI,Zero-Day Exploit,9,High,HRMS,Cisco Secure Endpoint,Security Analyst,1.45,655,180,1154786,1893,Network Isolation,Contained,State Cyber Crime Cell
189,2025-06-26 00:18:36,Kerala,Kochi,Government,Infosys,DDoS,5,High,Database Server,CrowdStrike Falcon,System Administrator,54.86,670,103,9074532,3310,Threat Hunting,Ongoing Investigation,CERT-In
190,2024-05-08 10:42:22,Andhra Pradesh,Kakinada,Insurance,SBI,Business Email Compromise,10,High,VPN Gateway,IBM QRadar,Database Administrator,37.99,23,282,1158272,1726,Threat Hunting,Ongoing Investigation,Internal SOC
191,2025-07-27 13:01:45,Karnataka,Mangaluru,IT Services,HDFC Bank,Brute Force,7,High,File Server,CrowdStrike Falcon,Database Administrator,26.71,311,14,8357549,2039,Threat Hunting,Recovered,CERT-In
192,2025-01-20 22:44:33,Telangana,Warangal,Education,Wipro,Ransomware,6,High,HRMS,CrowdStrike Falcon,System Administrator,21.04,447,260,4992028,3902,Patch Applied,Resolved,NCIIPC
193,2024-07-21 01:46:26,Tamil Nadu,Madurai,Manufacturing,Airtel,Ransomware,7,High,Email Server,SentinelOne,Database Administrator,23.23,232,136,2705485,5018,Backup Restored,Mitigated,NCIIPC
194,2024-08-23 07:47:17,Karnataka,Mangaluru,Banking,Tech Mahindra,Business Email Compromise,3,High,HRMS,SentinelOne,Network Engineer,34.84,182,222,1425177,8828,MFA Enabled,Contained,State Cyber Crime Cell
195,2024-09-22 02:13:36,Karnataka,Bengaluru,Education,BSNL,DDoS,8,High,Web Application,Palo Alto Cortex XDR,System Administrator,11.01,145,34,2022115,5969,Threat Hunting,Recovered,NCIIPC
196,2025-08-05 21:03:53,Delhi,New Delhi,Manufacturing,NPCI,Data Breach,2,Medium,ATM Network,SentinelOne,Database Administrator,3.48,390,8,563786,1658,Endpoint Isolation,Resolved,NCIIPC
197,2025-06-20 01:01:06,Delhi,New Delhi,Energy,TCS,XSS,7,High,Payment Gateway,Palo Alto Cortex XDR,HR Executive,38.15,448,19,6964897,1053,Backup Restored,Mitigated,NCIIPC
198,2025-02-21 06:02:02,Karnataka,Mangaluru,IT Services,Wipro,Business Email Compromise,9,High,ATM Network,Fortinet FortiGate,HR Executive,10.86,546,56,6892970,1263,Threat Hunting,Recovered,State Cyber Crime Cell
199,2024-03-19 02:57:15,Andhra Pradesh,Kakinada,Healthcare,Wipro,Zero-Day Exploit,8,High,Email Server,IBM QRadar,HR Executive,13.46,409,229,9332382,7286,Endpoint Isolation,Ongoing Investigation,NCIIPC
200,2025-08-19 04:44:21,Andhra Pradesh,Vijayawada,Education,BSNL,Credential Theft,9,High,HRMS,Palo Alto Cortex XDR,Database Administrator,61.56,119,69,8296479,6685,Threat Hunting,Recovered,CERT-In
201,2024-07-03 08:55:01,Andhra Pradesh,Vijayawada,Telecommunications,Apollo Hospitals,Zero-Day Exploit,5,High,VPN Gateway,Splunk Enterprise Security,Network Engineer,65.86,254,278,4859682,7531,Firewall Rules Updated,Mitigated,NCIIPC
202,2024-10-20 23:53:52,Telangana,Karimnagar,Banking,Infosys,Brute Force,1,Medium,Payment Gateway,Microsoft Defender XDR,Database Administrator,23.53,682,264,9598331,9332,Backup Restored,Recovered,NCIIPC
203,2024-05-06 06:24:13,Odisha,Bhubaneswar,Education,Reliance Retail,DDoS,5,High,Database Server,IBM QRadar,System Administrator,16.62,171,149,521345,6596,MFA Enabled,Recovered,Internal SOC
204,2025-07-07 17:55:00,Maharashtra,Pune,Healthcare,NPCI,Ransomware,4,High,ERP System,Cisco Secure Endpoint,Network Engineer,8.18,457,201,4358345,9594,Password Reset,Contained,NCIIPC
205,2024-04-29 10:21:45,Odisha,Bhubaneswar,Healthcare,LIC,SQL Injection,5,Medium,ATM Network,SentinelOne,Network Engineer,66.46,73,44,8278711,4704,Network Isolation,Resolved,State Cyber Crime Cell
206,2025-07-17 22:54:24,Telangana,Nizamabad,Healthcare,HDFC Bank,Malware,3,Medium,File Server,Microsoft Sentinel,Finance Manager,65.62,197,23,6335164,2596,Patch Applied,Mitigated,CERT-In
207,2024-06-14 15:15:15,Kerala,Kochi,Energy,Infosys,Data Breach,7,High,Web Application,Sophos Intercept X,HR Executive,47.21,152,216,6217769,10000,Password Reset,Ongoing Investigation,NCIIPC
208,2025-11-09 14:34:59,Telangana,Karimnagar,Government,Reliance Retail,Credential Theft,4,Medium,VPN Gateway,IBM QRadar,Database Administrator,14.73,402,27,7714933,6568,Endpoint Isolation,Resolved,Internal SOC
209,2025-05-16 19:04:45,Tamil Nadu,Madurai,Healthcare,NIC,Phishing,4,Medium,VPN Gateway,Fortinet FortiGate,System Administrator,27.21,121,10,3891016,7622,Endpoint Isolation,Recovered,Internal SOC
210,2025-01-04 00:37:58,Kerala,Thiruvananthapuram,Healthcare,SBI,Insider Threat,9,High,ERP System,Splunk Enterprise Security,Network Engineer,41.86,485,55,3825961,2413,Firewall Rules Updated,Mitigated,State Cyber Crime Cell
211,2024-06-22 21:17:38,Maharashtra,Nagpur,Retail,NPCI,Brute Force,2,Medium,File Server,Fortinet FortiGate,Security Analyst,71.83,37,273,1385924,8692,Threat Hunting,Ongoing Investigation,State Cyber Crime Cell
212,2025-01-27 10:31:59,Kerala,Kochi,Education,Reliance Retail,Malware,1,Medium,Database Server,CrowdStrike Falcon,Security Analyst,61.21,115,114,6421407,9917,Endpoint Isolation,Contained,State Cyber Crime Cell
213,2024-11-01 19:28:23,Maharashtra,Pune,Education,Wipro,Credential Theft,6,High,File Server,Palo Alto Cortex XDR,Database Administrator,60.55,208,60,8670406,5613,Threat Hunting,Ongoing Investigation,NCIIPC
214,2025-02-12 09:21:45,Delhi,New Delhi,Telecommunications,TCS,XSS,7,High,Cloud Infrastructure,Palo Alto Cortex XDR,System Administrator,53.54,309,221,384094,2308,Network Isolation,Ongoing Investigation,Internal SOC
215,2025-10-25 10:18:20,Kerala,Thiruvananthapuram,Healthcare,Wipro,Malware,6,High,HRMS,Cisco Secure Endpoint,Security Analyst,71.7,142,135,6561125,5054,Endpoint Isolation,Contained,State Cyber Crime Cell
216,2025-05-31 01:05:11,Odisha,Cuttack,Telecommunications,Apollo Hospitals,Insider Threat,8,High,Payment Gateway,Microsoft Sentinel,Network Engineer,15.73,209,139,2100869,1313,Network Isolation,Contained,CERT-In
217,2024-02-16 15:30:02,Tamil Nadu,Chennai,Banking,Infosys,Business Email Compromise,1,Medium,Payment Gateway,Microsoft Sentinel,Database Administrator,49.4,493,154,2148451,6511,Password Reset,Contained,CERT-In
218,2024-03-19 13:03:01,Andhra Pradesh,Tirupati,IT Services,NPCI,Insider Threat,9,High,Payment Gateway,Cisco Secure Endpoint,HR Executive,33.55,593,150,8411539,2785,MFA Enabled,Ongoing Investigation,CERT-In
219,2025-01-05 02:09:08,Andhra Pradesh,Visakhapatnam,Education,NPCI,Zero-Day Exploit,9,High,Email Server,Splunk Enterprise Security,Employee,56.48,327,291,9346767,6248,Password Reset,Recovered,NCIIPC
220,2025-02-12 02:29:43,Tamil Nadu,Madurai,Manufacturing,HDFC Bank,Ransomware,9,High,ATM Network,SentinelOne,Database Administrator,16.76,623,69,612054,6532,Threat Hunting,Ongoing Investigation,State Cyber Crime Cell
221,2024-01-13 01:30:44,Odisha,Cuttack,Education,SBI,Business Email Compromise,10,High,Database Server,IBM QRadar,Network Engineer,33.53,632,234,7202058,4050,MFA Enabled,Ongoing Investigation,Internal SOC
222,2024-12-29 01:34:58,Andhra Pradesh,Tirupati,Manufacturing,Tech Mahindra,Phishing,3,High,Cloud Infrastructure,Cisco Secure Endpoint,Security Analyst,18.19,416,136,4528188,9362,Endpoint Isolation,Resolved,Internal SOC
223,2025-08-14 15:05:39,Maharashtra,Nagpur,Banking,ICICI Bank,Brute Force,4,Medium,Email Server,Microsoft Defender XDR,Finance Manager,5.39,458,16,2147430,3949,Threat Hunting,Mitigated,State Cyber Crime Cell
224,2025-11-24 18:25:24,Maharashtra,Pune,Healthcare,ICICI Bank,Data Breach,7,High,Web Application,Cisco Secure Endpoint,Employee,53.87,61,170,7165890,6693,Backup Restored,Mitigated,Internal SOC
225,2024-09-14 22:00:58,Kerala,Thiruvananthapuram,Government,Airtel,Data Breach,1,Medium,Database Server,Sophos Intercept X,Security Analyst,0.95,194,194,1355137,7044,Patch Applied,Recovered,State Cyber Crime Cell
226,2024-02-23 23:06:57,Karnataka,Mysuru,Manufacturing,NIC,Data Breach,1,Medium,Email Server,Splunk Enterprise Security,Finance Manager,28.83,84,205,3513385,5215,Backup Restored,Mitigated,NCIIPC
227,2024-04-11 11:30:23,Karnataka,Mangaluru,Banking,BSNL,DDoS,4,High,Cloud Infrastructure,SentinelOne,Network Engineer,29.33,476,125,3012876,4430,MFA Enabled,Contained,State Cyber Crime Cell
