Incident_ID,Timestamp,State,City,Industry,Organization,Attack_Type,Attack_Severity,Threat_Severity,Target_System,Security_Tools_Used,User_Role,Data_Compromised_GB,Attack_Duration_Min,Response_Time_Min,Financial_Loss_INR,Affected_Users,Mitigation_Method,Outcome,Reporting_Agency,Severity_Norm,Loss_Norm,Data_Norm,Users_Norm,Response_Norm,TSI_Score
89,2025-05-05 10:03:18,Odisha,Cuttack,Insurance,BSNL,Phishing,5,High,File Server,Microsoft Sentinel,System Administrator,16.1,624,201,3406417,4793,Patch Applied,Ongoing Investigation,CERT-In,0.5,0.33731899629760814,0.21256684491978614,0.4789873924354613,0.6644067796610169,0.42
90,2024-12-23 05:11:28,Gujarat,Vadodara,IT Services,Reliance Retail,Ransomware,3,High,Database Server,IBM QRadar,HR Executive,23.66,560,259,9860667,7734,Backup Restored,Contained,Internal SOC,0.3,0.9860366275065724,0.31363636363636366,0.773263958375025,0.8610169491525423,0.58
91,2024-11-13 09:16:28,Delhi,New Delhi,Energy,Reliance Retail,Data Breach,1,Medium,HRMS,IBM QRadar,System Administrator,15.4,686,260,6450787,1978,Endpoint Isolation,Mitigated,CERT-In,0.1,0.6433090795642362,0.20320855614973266,0.19731839103462076,0.864406779661017,0.34
92,2025-10-25 18:20:31,Tamil Nadu,Coimbatore,Education,TCS,Credential Theft,4,High,ERP System,Microsoft Sentinel,Network Engineer,3.5,666,273,1778880,88,MFA Enabled,Recovered,State Cyber Crime Cell,0.4,0.1737350094137806,0.044117647058823525,0.008204922953772264,0.9084745762711864,0.28
93,2025-09-28 17:57:16,Gujarat,Vadodara,Energy,Reliance Retail,Insider Threat,2,Medium,ATM Network,Splunk Enterprise Security,Database Administrator,1.26,426,205,8345012,6360,Patch Applied,Resolved,CERT-In,0.2,0.8336979171482778,0.014171122994652407,0.6357814688813288,0.6779661016949152,0.41
94,2025-12-05 11:38:12,Gujarat,Surat,Education,BSNL,Zero-Day Exploit,2,Medium,Database Server,IBM QRadar,Security Analyst,27.35,15,32,6191252,9657,MFA Enabled,Recovered,Internal SOC,0.2,0.6172231779620643,0.36296791443850274,0.9656794076445867,0.09152542372881356,0.4
95,2024-01-31 15:14:00,Maharashtra,Nagpur,IT Services,TCS,Credential Theft,9,High,Email Server,CrowdStrike Falcon,Network Engineer,12.82,572,249,1054430,5861,Password Reset,Mitigated,CERT-In,0.9,0.10092043174335658,0.16871657754010697,0.585851510906544,0.8271186440677966,0.52
96,2025-04-19 18:31:48,Kerala,Thiruvananthapuram,Insurance,SBI,Ransomware,4,High,ERP System,Splunk Enterprise Security,Security Analyst,3.45,714,265,9219538,6811,MFA Enabled,Recovered,Internal SOC,0.4,0.9215966559871283,0.04344919786096257,0.6809085451270762,0.8813559322033898,0.54
97,2024-12-22 05:12:07,Kerala,Thiruvananthapuram,Government,SBI,Ransomware,4,High,ERP System,Sophos Intercept X,Network Engineer,67.1,601,115,8428778,862,Backup Restored,Mitigated,CERT-In,0.4,0.8421172503157024,0.8943850267379678,0.0856513908345007,0.3728813559322034,0.58
98,2024-10-03 11:12:59,Tamil Nadu,Madurai,Telecommunications,Reliance Retail,XSS,8,High,Payment Gateway,SentinelOne,Finance Manager,10.25,720,192,835848,1903,Patch Applied,Mitigated,State Cyber Crime Cell,0.8,0.078950722286035,0.13435828877005349,0.1898138883329998,0.6338983050847458,0.41
99,2024-08-09 19:44:27,Tamil Nadu,Coimbatore,Telecommunications,LIC,Data Breach,9,High,ATM Network,Fortinet FortiGate,HR Executive,52.71,493,132,7170035,5831,Threat Hunting,Ongoing Investigation,CERT-In,0.9,0.7156008034379295,0.7020053475935829,0.5828497098258956,0.43050847457627117,0.74
100,2024-04-18 20:26:16,Odisha,Cuttack,Manufacturing,HDFC Bank,DDoS,10,High,ERP System,CrowdStrike Falcon,Employee,48.42,577,199,3027984,8095,Backup Restored,Resolved,State Cyber Crime Cell,1.0,0.29928263896231716,0.6446524064171123,0.8093856313788272,0.6576271186440678,0.7
101,2025-12-19 20:55:57,Telangana,Karimnagar,Banking,NPCI,Data Breach,4,High,Web Application,Cisco Secure Endpoint,System Administrator,26.85,123,228,1056793,3507,Patch Applied,Resolved,CERT-In,0.4,0.10115793722618523,0.3562834224598931,0.350310186111667,0.7559322033898305,0.35
102,2024-09-19 16:59:39,Andhra Pradesh,Visakhapatnam,Insurance,NPCI,SQL Injection,9,High,HRMS,Sophos Intercept X,Security Analyst,74.16,261,65,3138869,5277,Firewall Rules Updated,Resolved,NCIIPC,0.9,0.31042770686898424,0.9887700534759358,0.527416449869922,0.2033898305084746,0.66
103,2025-11-04 21:47:09,Tamil Nadu,Chennai,Insurance,HDFC Bank,Phishing,9,High,File Server,SentinelOne,Employee,9.45,635,144,5933460,2533,Threat Hunting,Recovered,NCIIPC,0.9,0.5913124655501463,0.12366310160427808,0.25285171102661597,0.4711864406779661,0.56
104,2024-05-09 02:09:50,West Bengal,Kolkata,Retail,NIC,SQL Injection,1,Low,Cloud Infrastructure,Cisco Secure Endpoint,HR Executive,4.11,654,38,1427993,4854,Firewall Rules Updated,Ongoing Investigation,NCIIPC,0.1,0.1384673046514891,0.052272727272727276,0.4850910546327797,0.11186440677966102,0.14
105,2024-11-22 20:39:48,Kerala,Thiruvananthapuram,Government,HDFC Bank,Brute Force,8,High,VPN Gateway,Fortinet FortiGate,Network Engineer,36.41,145,52,3452792,6238,Backup Restored,Mitigated,Internal SOC,0.8,0.3419801544720383,0.484090909090909,0.623574144486692,0.15932203389830507,0.54
106,2024-12-28 06:50:22,Delhi,New Delhi,Insurance,Wipro,Insider Threat,2,Medium,HRMS,SentinelOne,Employee,48.11,94,200,9351564,5636,Firewall Rules Updated,Resolved,NCIIPC,0.2,0.9348666089604396,0.6405080213903743,0.563338002801681,0.6610169491525424,0.55
107,2024-08-27 14:53:22,Gujarat,Surat,Insurance,Apollo Hospitals,SQL Injection,7,High,ATM Network,Palo Alto Cortex XDR,Security Analyst,54.95,299,272,6378609,1326,MFA Enabled,Mitigated,Internal SOC,0.7,0.6360544580070606,0.731951871657754,0.13207924754852912,0.9050847457627119,0.65
108,2025-03-22 13:34:28,Tamil Nadu,Salem,Banking,Apollo Hospitals,Ransomware,2,High,HRMS,Fortinet FortiGate,Employee,69.48,359,287,99232,7426,Firewall Rules Updated,Mitigated,CERT-In,0.2,0.0049133381390586055,0.9262032085561498,0.7424454672803682,0.9559322033898305,0.43
109,2025-05-08 06:07:08,Gujarat,Ahmedabad,Healthcare,NPCI,Ransomware,9,High,ATM Network,CrowdStrike Falcon,Security Analyst,10.38,296,99,5599511,8453,Network Isolation,Recovered,NCIIPC,0.9,0.5577472016969329,0.13609625668449202,0.8452071242745648,0.31864406779661014,0.6
110,2024-08-14 22:11:24,West Bengal,Siliguri,Education,NIC,Credential Theft,5,High,ERP System,SentinelOne,HR Executive,68.22,97,279,866249,1587,Password Reset,Resolved,NCIIPC,0.5,0.08200633133532557,0.9093582887700534,0.1581949169501701,0.9288135593220339,0.49
111,2024-11-28 08:47:36,Andhra Pradesh,Visakhapatnam,IT Services,SBI,Phishing,4,Medium,File Server,IBM QRadar,System Administrator,9.82,337,38,5800396,9186,MFA Enabled,Mitigated,State Cyber Crime Cell,0.4,0.5779381830418472,0.12860962566844922,0.918551130678407,0.11186440677966102,0.41
112,2025-02-06 10:45:52,Odisha,Bhubaneswar,Banking,NIC,Credential Theft,6,High,ERP System,Microsoft Defender XDR,System Administrator,31.69,283,243,4297168,6903,Patch Applied,Mitigated,State Cyber Crime Cell,0.6,0.42684851230907594,0.42098930481283425,0.6901140684410646,0.8067796610169492,0.55
113,2024-09-20 23:22:11,Gujarat,Surat,Government,Reliance Retail,Credential Theft,3,High,HRMS,Cisco Secure Endpoint,Security Analyst,58.24,641,92,9376280,8905,Backup Restored,Mitigated,State Cyber Crime Cell,0.3,0.9373508178108809,0.7759358288770054,0.8904342605563338,0.29491525423728815,0.61
114,2024-01-14 18:20:50,Kerala,Kochi,Manufacturing,SBI,Ransomware,4,High,Email Server,CrowdStrike Falcon,HR Executive,4.14,702,196,2150554,3377,Network Isolation,Ongoing Investigation,Internal SOC,0.4,0.21109201864985921,0.05267379679144384,0.3373023814288573,0.6474576271186441,0.3
115,2024-01-12 18:45:08,Telangana,Warangal,Education,LIC,Malware,4,High,VPN Gateway,SentinelOne,System Administrator,40.28,51,263,3366815,8138,Patch Applied,Contained,CERT-In,0.4,0.33333859336448074,0.5358288770053475,0.8136882129277566,0.8745762711864407,0.5
116,2025-05-29 02:58:36,West Bengal,Siliguri,Retail,Wipro,Insider Threat,6,High,ATM Network,Microsoft Defender XDR,Employee,63.26,105,128,346928,8324,MFA Enabled,Recovered,NCIIPC,0.6,0.029809300083503833,0.843048128342246,0.8322993796277767,0.41694915254237286,0.51
117,2025-06-17 07:51:54,Maharashtra,Nashik,Banking,Wipro,Insider Threat,1,Medium,Cloud Infrastructure,Palo Alto Cortex XDR,Security Analyst,66.66,345,277,9301010,6021,Patch Applied,Contained,NCIIPC,0.1,0.9297854188720268,0.8885026737967914,0.601861116670002,0.9220338983050848,0.6
118,2025-01-05 03:30:26,Andhra Pradesh,Kakinada,Insurance,ICICI Bank,Credential Theft,3,Medium,VPN Gateway,SentinelOne,Finance Manager,72.8,19,232,6191766,7781,Backup Restored,Mitigated,State Cyber Crime Cell,0.3,0.6172748401788116,0.9705882352941176,0.7779667800680409,0.7694915254237288,0.61
119,2024-09-04 17:28:08,Odisha,Cuttack,Retail,NIC,SQL Injection,5,High,ATM Network,Microsoft Sentinel,Network Engineer,66.35,568,170,544732,3039,Backup Restored,Contained,NCIIPC,0.5,0.04969060965838208,0.8843582887700534,0.30348208925355213,0.559322033898305,0.45
120,2024-07-22 10:17:00,Maharashtra,Pune,Insurance,TCS,Insider Threat,2,Medium,Email Server,Palo Alto Cortex XDR,Security Analyst,22.53,115,298,1130188,9038,Backup Restored,Resolved,NCIIPC,0.2,0.10853487963507578,0.29852941176470593,0.9037422453472084,0.9932203389830508,0.35
121,2024-03-08 01:19:27,Andhra Pradesh,Tirupati,Education,LIC,Ransomware,1,Medium,ATM Network,IBM QRadar,Security Analyst,55.59,687,218,8018810,1366,Backup Restored,Contained,CERT-In,0.1,0.8009113054217989,0.7405080213903744,0.13608164898939365,0.7220338983050848,0.47
122,2024-12-12 18:17:24,West Bengal,Kolkata,Telecommunications,Infosys,Insider Threat,10,High,Database Server,Splunk Enterprise Security,Network Engineer,24.47,607,61,7334622,6717,Network Isolation,Mitigated,Internal SOC,1.0,0.7321434673830494,0.32446524064171123,0.6715029017410447,0.18983050847457628,0.68
123,2025-04-12 04:37:34,Telangana,Nizamabad,Government,Wipro,Malware,6,High,Web Application,Palo Alto Cortex XDR,Finance Manager,37.78,290,141,1700392,4931,Patch Applied,Contained,NCIIPC,0.6,0.16584616881443454,0.5024064171122995,0.49279567740644387,0.4610169491525424,0.45
124,2024-10-18 11:40:40,Telangana,Hyderabad,Healthcare,Infosys,Brute Force,8,High,ERP System,Fortinet FortiGate,Database Administrator,7.5,492,131,1233986,8985,Network Isolation,Ongoing Investigation,NCIIPC,0.8,0.11896763211355556,0.09759358288770054,0.8984390634380628,0.4271186440677966,0.46
125,2024-11-27 09:54:34,West Bengal,Siliguri,Retail,Apollo Hospitals,Malware,10,High,VPN Gateway,Palo Alto Cortex XDR,Security Analyst,56.12,235,257,3733614,2062,Threat Hunting,Recovered,NCIIPC,1.0,0.37020561562265436,0.7475935828877005,0.20572343406043625,0.8542372881355932,0.7
126,2025-02-16 12:16:45,Kerala,Thiruvananthapuram,Manufacturing,NIC,Brute Force,8,High,Database Server,Fortinet FortiGate,Database Administrator,22.57,479,8,1233734,9709,MFA Enabled,Contained,CERT-In,0.8,0.11894230355592847,0.29906417112299466,0.9708825295177106,0.010169491525423728,0.47
127,2025-10-17 13:45:34,Andhra Pradesh,Visakhapatnam,Education,BSNL,XSS,2,Medium,Email Server,IBM QRadar,Finance Manager,23.31,555,108,7816796,1414,Threat Hunting,Mitigated,CERT-In,0.2,0.7806068481183093,0.3089572192513369,0.14088453071843107,0.34915254237288135,0.38
128,2024-02-28 16:59:27,Telangana,Warangal,Banking,NPCI,Insider Threat,6,High,Web Application,Microsoft Defender XDR,Security Analyst,33.17,87,93,2015454,3155,Backup Restored,Contained,State Cyber Crime Cell,0.6,0.19751309747755708,0.44077540106951874,0.31508905343205923,0.2983050847457627,0.41
129,2024-12-25 19:34:05,West Bengal,Siliguri,Government,NIC,Malware,2,Medium,ERP System,CrowdStrike Falcon,HR Executive,8.25,415,176,4038828,3725,MFA Enabled,Contained,Internal SOC,0.2,0.400882720335334,0.10762032085561499,0.3721232739643786,0.5796610169491525,0.29
130,2024-12-03 18:53:02,Andhra Pradesh,Tirupati,Telecommunications,Tech Mahindra,Brute Force,7,High,Payment Gateway,SentinelOne,System Administrator,28.28,163,222,8324446,3032,Threat Hunting,Mitigated,NCIIPC,0.7,0.831630825417489,0.3754010695187166,0.30278166900140085,0.735593220338983,0.63
131,2025-11-12 07:57:05,Delhi,New Delhi,IT Services,Tech Mahindra,XSS,6,High,Web Application,IBM QRadar,Employee,4.51,696,195,6555305,745,Patch Applied,Recovered,Internal SOC,0.6,0.653814199350222,0.05762032085561497,0.07394436661997199,0.6440677966101694,0.46
132,2024-09-21 03:57:19,Karnataka,Mangaluru,Manufacturing,TCS,SQL Injection,8,High,HRMS,Fortinet FortiGate,Database Administrator,25.68,504,121,9858476,1716,MFA Enabled,Recovered,CERT-In,0.8,0.9858164097694257,0.3406417112299465,0.17110266159695817,0.39322033898305087,0.65
133,2025-03-26 08:46:08,Odisha,Bhubaneswar,Government,Infosys,Business Email Compromise,4,High,VPN Gateway,CrowdStrike Falcon,Finance Manager,39.55,60,125,8118801,209,Threat Hunting,Mitigated,Internal SOC,0.4,0.8109614157618408,0.5260695187165775,0.02031218731238743,0.4067796610169492,0.49
134,2024-07-09 12:09:23,Maharashtra,Nagpur,Banking,Tech Mahindra,DDoS,9,High,ERP System,Fortinet FortiGate,System Administrator,70.52,372,173,8387577,737,MFA Enabled,Recovered,Internal SOC,0.9,0.8379761316538221,0.9401069518716577,0.07314388633179908,0.5694915254237288,0.78
135,2025-06-28 22:40:21,Karnataka,Mangaluru,Education,LIC,SQL Injection,5,High,ATM Network,IBM QRadar,Finance Manager,8.98,504,222,8008903,9971,Firewall Rules Updated,Recovered,CERT-In,0.5,0.7999155513725466,0.11737967914438505,0.9970982589553732,0.735593220338983,0.57
136,2024-04-29 18:13:45,Tamil Nadu,Salem,Healthcare,LIC,DDoS,10,High,Web Application,Cisco Secure Endpoint,Finance Manager,32.06,39,182,9226968,5318,Endpoint Isolation,Resolved,NCIIPC,1.0,0.9223434463965302,0.42593582887700543,0.5315189113468081,0.6,0.78
137,2024-09-06 07:54:23,Karnataka,Bengaluru,Banking,NIC,Data Breach,4,Medium,ERP System,SentinelOne,Employee,20.45,19,58,1109794,1420,Patch Applied,Ongoing Investigation,Internal SOC,0.4,0.10648507564996898,0.27072192513368987,0.14148489093456074,0.17966101694915254,0.25
138,2024-02-16 14:47:15,Gujarat,Surat,Insurance,TCS,Phishing,5,High,Web Application,Fortinet FortiGate,HR Executive,45.83,380,278,248805,7026,Network Isolation,Mitigated,Internal SOC,0.5,0.0199469427023802,0.6100267379679144,0.7024214528717231,0.9254237288135593,0.46
139,2025-07-03 20:34:22,Telangana,Karimnagar,Insurance,Reliance Retail,Phishing,7,High,ATM Network,Fortinet FortiGate,Finance Manager,26.75,221,75,782908,7037,Password Reset,Ongoing Investigation,CERT-In,0.7,0.07362971498135938,0.35494652406417115,0.7035221132679608,0.23728813559322035,0.43
140,2024-03-14 18:30:51,Tamil Nadu,Madurai,Manufacturing,TCS,Ransomware,7,High,ATM Network,Splunk Enterprise Security,HR Executive,54.1,240,288,5513555,4508,Patch Applied,Recovered,State Cyber Crime Cell,0.7,0.549107751302511,0.7205882352941176,0.4504702821693016,0.9593220338983051,0.67
141,2025-12-09 07:46:51,Tamil Nadu,Coimbatore,Manufacturing,HDFC Bank,Phishing,1,Medium,ERP System,Cisco Secure Endpoint,Security Analyst,64.96,106,242,7283868,3154,Patch Applied,Recovered,CERT-In,0.1,0.7270421752647739,0.8657754010695187,0.31498899339603764,0.8033898305084746,0.5
142,2025-02-03 14:39:09,Karnataka,Mysuru,Government,Infosys,Ransomware,4,Medium,ATM Network,Fortinet FortiGate,System Administrator,36.9,33,85,4194743,1252,MFA Enabled,Contained,CERT-In,0.4,0.4165537602656041,0.4906417112299465,0.12467480488292976,0.2711864406779661,0.38
143,2024-08-15 09:42:14,Tamil Nadu,Chennai,Education,TCS,Ransomware,8,High,Cloud Infrastructure,Palo Alto Cortex XDR,Database Administrator,52.39,631,62,8116917,3496,Password Reset,Contained,NCIIPC,0.8,0.8107720546405335,0.6977272727272728,0.34920952571542924,0.19322033898305085,0.68
144,2025-09-07 13:25:22,Delhi,New Delhi,Retail,NIC,Ransomware,10,High,Cloud Infrastructure,IBM QRadar,Network Engineer,28.94,268,27,2669993,1953,Patch Applied,Ongoing Investigation,State Cyber Crime Cell,1.0,0.2633009100993,0.38422459893048133,0.19481689013408046,0.07457627118644068,0.52
145,2024-03-17 06:14:48,Delhi,New Delhi,IT Services,Wipro,Ransomware,2,Medium,Web Application,SentinelOne,Employee,9.19,475,177,9598793,4673,Threat Hunting,Resolved,NCIIPC,0.2,0.9597156326651552,0.12018716577540108,0.46698018811286773,0.5830508474576271,0.44
146,2025-02-26 15:36:53,Kerala,Thiruvananthapuram,Manufacturing,NIC,Malware,1,Low,HRMS,Microsoft Defender XDR,Database Administrator,6.9,156,71,1041375,3601,Password Reset,Ongoing Investigation,CERT-In,0.1,0.09960827174406417,0.089572192513369,0.3597158294976986,0.22372881355932203,0.14
147,2024-04-26 01:43:47,Kerala,Thiruvananthapuram,Education,BSNL,Business Email Compromise,5,High,File Server,SentinelOne,Finance Manager,5.31,184,263,6901875,3443,Patch Applied,Resolved,State Cyber Crime Cell,0.5,0.6886480017979255,0.06831550802139037,0.34390634380628377,0.8745762711864407,0.48
148,2025-03-20 04:30:46,Tamil Nadu,Coimbatore,Banking,ICICI Bank,Malware,7,High,Cloud Infrastructure,IBM QRadar,System Administrator,38.33,611,157,1413052,1263,Firewall Rules Updated,Ongoing Investigation,Internal SOC,0.7,0.13696558251059077,0.5097593582887701,0.1257754652791675,0.5152542372881356,0.45
149,2025-08-31 20:26:55,Kerala,Thiruvananthapuram,Banking,SBI,Phishing,2,Medium,Database Server,Fortinet FortiGate,Security Analyst,30.78,208,257,8402449,2258,Patch Applied,Resolved,NCIIPC,0.2,0.8394709185944178,0.40882352941176475,0.2253352011206724,0.8542372881355932,0.47
150,2024-12-11 12:59:13,Andhra Pradesh,Kakinada,Telecommunications,NIC,Insider Threat,9,High,ATM Network,Microsoft Defender XDR,Employee,23.78,167,289,8740409,8239,Network Isolation,Ongoing Investigation,State Cyber Crime Cell,0.9,0.8734393286565291,0.31524064171123,0.8237942765659395,0.9627118644067797,0.78
151,2024-06-13 05:35:54,Maharashtra,Nagpur,IT Services,TCS,Insider Threat,3,Medium,File Server,Palo Alto Cortex XDR,Employee,29.86,719,34,612959,617,Firewall Rules Updated,Contained,NCIIPC,0.3,0.056548115615618635,0.396524064171123,0.06113668200920552,0.09830508474576272,0.21
152,2024-02-29 00:04:42,Kerala,Kochi,Telecommunications,Wipro,Phishing,6,High,ERP System,IBM QRadar,Database Administrator,6.45,541,75,3792099,9521,MFA Enabled,Ongoing Investigation,CERT-In,0.6,0.3760839517052753,0.08355614973262032,0.9520712427456474,0.23728813559322035,0.44
153,2024-11-07 17:47:10,West Bengal,Kolkata,Energy,BSNL,Ransomware,8,High,ERP System,Fortinet FortiGate,Employee,37.24,154,37,8911233,6747,MFA Enabled,Ongoing Investigation,CERT-In,0.8,0.8906088744029195,0.49518716577540106,0.6745047028216931,0.10847457627118644,0.68
154,2024-04-27 19:08:25,Odisha,Cuttack,Retail,NIC,XSS,5,High,Database Server,Microsoft Defender XDR,Security Analyst,66.81,199,211,7083661,6298,Threat Hunting,Ongoing Investigation,State Cyber Crime Cell,0.5,0.7069193398010944,0.8905080213903743,0.6295777466479888,0.6983050847457627,0.66
155,2024-06-30 16:17:28,West Bengal,Kolkata,Banking,SBI,Phishing,6,High,Payment Gateway,IBM QRadar,Employee,61.95,538,90,6782409,7826,Backup Restored,Ongoing Investigation,State Cyber Crime Cell,0.6,0.6766404562999963,0.8255347593582888,0.7824694816890134,0.288135593220339,0.65
156,2024-01-04 07:56:40,Maharashtra,Pune,Education,NIC,Brute Force,7,High,Web Application,Microsoft Sentinel,Network Engineer,56.24,324,277,7565556,9183,Firewall Rules Updated,Contained,Internal SOC,0.7,0.7553546782046957,0.7491978609625669,0.9182509505703422,0.9220338983050848,0.77
157,2024-01-11 17:56:18,Maharashtra,Pune,Insurance,Airtel,Brute Force,9,High,Payment Gateway,Palo Alto Cortex XDR,Employee,30.07,100,164,9155814,9989,Endpoint Isolation,Ongoing Investigation,State Cyber Crime Cell,0.9,0.915191747232252,0.39933155080213906,0.9988993396037622,0.5389830508474577,0.78
158,2024-10-10 07:27:45,Kerala,Kochi,Manufacturing,SBI,XSS,9,High,Payment Gateway,Microsoft Defender XDR,Security Analyst,67.81,651,28,1220141,6708,Patch Applied,Contained,NCIIPC,0.9,0.1175760690963052,0.9038770053475936,0.6706023614168501,0.07796610169491526,0.6
